Req_1_ID,Req_1,Req_2_ID,Req_2,Similarity
SIR-015,El sistema debe permitir la recolección explícita y documentada del consentimiento informado del paciente antes de procesar ePHI.,SIR-027,El sistema debe notificar al paciente cuando su ePHI sea accedida para usos no asistenciales o por terceros.,0.71828395
SIR-016,"El sistema debe permitir que el paciente revoque su consentimiento previamente otorgado, reflejando el cambio en tiempo real.",SIR-019,El sistema debe permitir que el paciente acceda y revise su propia ePHI de forma segura.,0.7844882
SIR-016,"El sistema debe permitir que el paciente revoque su consentimiento previamente otorgado, reflejando el cambio en tiempo real.",SIR-020,El sistema debe permitir que el paciente solicite la rectificación de su ePHI cuando identifique errores.,0.7659358
SIR-016,"El sistema debe permitir que el paciente revoque su consentimiento previamente otorgado, reflejando el cambio en tiempo real.",SIR-064,"El sistema debe garantizar la trazabilidad completa de todas las modificaciones realizadas sobre registros clínicos, incluyendo quién, cuándo y qué se modificó.",0.70471454
SIR-018,"Debe implementarse trazabilidad detallada sobre qué usuarios acceden, consultan o modifican ePHI por paciente.",SIR-019,El sistema debe permitir que el paciente acceda y revise su propia ePHI de forma segura.,0.7287244
SIR-018,"Debe implementarse trazabilidad detallada sobre qué usuarios acceden, consultan o modifican ePHI por paciente.",SIR-027,El sistema debe notificar al paciente cuando su ePHI sea accedida para usos no asistenciales o por terceros.,0.70772165
SIR-019,El sistema debe permitir que el paciente acceda y revise su propia ePHI de forma segura.,SIR-020,El sistema debe permitir que el paciente solicite la rectificación de su ePHI cuando identifique errores.,0.82307386
SIR-019,El sistema debe permitir que el paciente acceda y revise su propia ePHI de forma segura.,SIR-027,El sistema debe notificar al paciente cuando su ePHI sea accedida para usos no asistenciales o por terceros.,0.7715062
SIR-020,El sistema debe permitir que el paciente solicite la rectificación de su ePHI cuando identifique errores.,SIR-027,El sistema debe notificar al paciente cuando su ePHI sea accedida para usos no asistenciales o por terceros.,0.7138165
SIR-033,Se debe implementar control de versiones y gestión de cambios en todos los activos de software.,SIR-048,Toda configuración de sistema debe estar sujeta a control de cambios formal con aprobación y trazabilidad.,0.7316232
SIR-034,El sistema debe incluir un proceso formal de gestión y respuesta a incidentes de seguridad.,SIR-035,Se deben definir métricas y criterios de severidad para clasificar los incidentes de seguridad.,0.71748126
SIR-034,El sistema debe incluir un proceso formal de gestión y respuesta a incidentes de seguridad.,SIR-036,"El sistema debe notificar al oficial de privacidad y seguridad, así como a los usuarios afectados, cuando ocurra una violación de ePHI.",0.7238559
SIR-034,El sistema debe incluir un proceso formal de gestión y respuesta a incidentes de seguridad.,SIR-144,La evaluación de riesgos debe actualizarse automáticamente o manualmente tras cualquier incidente de seguridad o hallazgo relevante.,0.70135325
SIR-057,Se deben definir y aplicar reglas de correlación en el SIEM para detectar patrones anómalos o indicios de ataque.,SIR-152,"Se debe mantener monitoreo específico sobre los sistemas legados, incluyendo alertas ante patrones anómalos de tráfico, acceso o integridad de datos.",0.7127611
SIR-063,El sistema debe monitorear continuamente la disponibilidad de la infraestructura crítica y enviar alertas automáticas ante eventos anómalos.,SIR-070,Debe implementarse un sistema de detección de intrusos (IDS) para monitorear tráfico y alertar sobre patrones maliciosos o no autorizados.,0.7186302
SIR-063,El sistema debe monitorear continuamente la disponibilidad de la infraestructura crítica y enviar alertas automáticas ante eventos anómalos.,SIR-152,"Se debe mantener monitoreo específico sobre los sistemas legados, incluyendo alertas ante patrones anómalos de tráfico, acceso o integridad de datos.",0.7421284
SIR-064,"El sistema debe garantizar la trazabilidad completa de todas las modificaciones realizadas sobre registros clínicos, incluyendo quién, cuándo y qué se modificó.",SIR-068,"El sistema debe conservar los registros clínicos íntegros, completos y accesibles durante el tiempo legalmente establecido según la jurisdicción aplicable.",0.77754116
SIR-064,"El sistema debe garantizar la trazabilidad completa de todas las modificaciones realizadas sobre registros clínicos, incluyendo quién, cuándo y qué se modificó.",SIR-119,Debe implementarse validación de integridad periódica sobre la base de datos clínica para detectar alteraciones o corrupción de registros.,0.74002194
SIR-064,"El sistema debe garantizar la trazabilidad completa de todas las modificaciones realizadas sobre registros clínicos, incluyendo quién, cuándo y qué se modificó.",SIR-123,"[Opcional] Las predicciones realizadas por motores de IA deben quedar registradas con marca de tiempo, usuario responsable y contexto clínico.",0.711514
SIR-064,"El sistema debe garantizar la trazabilidad completa de todas las modificaciones realizadas sobre registros clínicos, incluyendo quién, cuándo y qué se modificó.",SIR-153,No se deben introducir nuevos datos clínicos sensibles en sistemas heredados sin soporte salvo que existan controles compensatorios documentados y activos.,0.7325234
SIR-065,El sistema debe aplicar controles automáticos de integridad que validen que los datos clínicos almacenados no han sido alterados de forma no autorizada.,SIR-119,Debe implementarse validación de integridad periódica sobre la base de datos clínica para detectar alteraciones o corrupción de registros.,0.74104226
SIR-065,El sistema debe aplicar controles automáticos de integridad que validen que los datos clínicos almacenados no han sido alterados de forma no autorizada.,SIR-153,No se deben introducir nuevos datos clínicos sensibles en sistemas heredados sin soporte salvo que existan controles compensatorios documentados y activos.,0.7298392
SIR-066,"Debe establecerse un modelo de gobierno de datos que defina responsables, procesos de validación y control de calidad sobre la información clínica.",SIR-153,No se deben introducir nuevos datos clínicos sensibles en sistemas heredados sin soporte salvo que existan controles compensatorios documentados y activos.,0.7330557
SIR-070,Debe implementarse un sistema de detección de intrusos (IDS) para monitorear tráfico y alertar sobre patrones maliciosos o no autorizados.,SIR-152,"Se debe mantener monitoreo específico sobre los sistemas legados, incluyendo alertas ante patrones anómalos de tráfico, acceso o integridad de datos.",0.8278974
SIR-082,"Todo acceso físico debe registrarse, conservarse al menos por 1 año y estar disponible para auditoría en caso de incidentes.",SIR-107,"Todo uso de cuentas con privilegios elevados debe ser registrado con auditoría detallada, incluyendo hora, acciones realizadas y motivo del acceso.",0.79823446
SIR-082,"Todo acceso físico debe registrarse, conservarse al menos por 1 año y estar disponible para auditoría en caso de incidentes.",SIR-128,"Cada transacción FHIR debe registrarse en logs auditables incluyendo ID de recurso accedido, tiempo, usuario y aplicación origen.",0.7521918
SIR-082,"Todo acceso físico debe registrarse, conservarse al menos por 1 año y estar disponible para auditoría en caso de incidentes.",SIR-154,"Todo acceso a sistemas legados debe registrarse con logs auditables, firmados o almacenados en sistemas externos de forma inmutable.",0.7035378
SIR-086,Todas las comunicaciones entre clientes y APIs deben estar protegidas mediante HTTPS (TLS 1.2 o superior) obligatoriamente.,SIR-126,Toda comunicación basada en HL7 FHIR debe realizarse exclusivamente a través de HTTPS (TLS 1.2 o superior) con certificados válidos.,0.77229
SIR-088,Debe implementarse un control de límite de tasa (Rate Limiting) por cliente API para evitar abusos y ataques de denegación de servicio (DoS).,SIR-130,El sistema debe implementar limitación de tasas de acceso (rate limiting) por aplicación y usuario para endpoints FHIR.,0.83233804
SIR-103,"Debe implementarse una solución de protección contra ransomware en endpoints, servidores y cargas cloud con detección basada en comportamiento (EDR).",SIR-105,"El sistema debe enviar alertas en tiempo real al detectar patrones compatibles con ataques de ransomware, como aumento anómalo de escrituras o cambios masivos en archivos.",0.7042307
SIR-104,Debe configurarse una política de listas blancas de ejecución que limite los binarios y scripts permitidos en entornos clínicos sensibles.,SIR-153,No se deben introducir nuevos datos clínicos sensibles en sistemas heredados sin soporte salvo que existan controles compensatorios documentados y activos.,0.729936
SIR-106,"El sistema debe limitar el número de cuentas con privilegios administrativos y definir roles separados para gestión, auditoría y operación clínica.",SIR-107,"Todo uso de cuentas con privilegios elevados debe ser registrado con auditoría detallada, incluyendo hora, acciones realizadas y motivo del acceso.",0.7064879
SIR-115,Los logs de envío y recepción de correos clínicos relevantes deben ser auditables y conservarse durante al menos 6 meses.,SIR-118,Todos los accesos y modificaciones a las bases de datos clínicas deben ser auditados con logs firmados o protegidos contra manipulación.,0.8254625
SIR-118,Todos los accesos y modificaciones a las bases de datos clínicas deben ser auditados con logs firmados o protegidos contra manipulación.,SIR-153,No se deben introducir nuevos datos clínicos sensibles en sistemas heredados sin soporte salvo que existan controles compensatorios documentados y activos.,0.70956194
SIR-124,[Opcional] Los datos clínicos utilizados para entrenar o mejorar modelos de IA deben anonimizarse o seudonimizarse previamente.,SIR-131,Toda estación clínica o terminal físico que acceda a OpenEMR debe requerir autenticación individual del usuario mediante credenciales seguras.,0.709358
SIR-128,"Cada transacción FHIR debe registrarse en logs auditables incluyendo ID de recurso accedido, tiempo, usuario y aplicación origen.",SIR-154,"Todo acceso a sistemas legados debe registrarse con logs auditables, firmados o almacenados en sistemas externos de forma inmutable.",0.865924
SIR-131,Toda estación clínica o terminal físico que acceda a OpenEMR debe requerir autenticación individual del usuario mediante credenciales seguras.,SIR-137,Los documentos clínicos firmados deben contar con un mecanismo de validación criptográfica que garantice su integridad y detecte cualquier modificación posterior.,0.71431017
SIR-131,Toda estación clínica o terminal físico que acceda a OpenEMR debe requerir autenticación individual del usuario mediante credenciales seguras.,SIR-153,No se deben introducir nuevos datos clínicos sensibles en sistemas heredados sin soporte salvo que existan controles compensatorios documentados y activos.,0.74901867
SIR-136,Toda firma electrónica clínica debe estar asociada a una identidad verificada del firmante mediante un mecanismo de autenticación fuerte.,SIR-138,"Las firmas electrónicas deben registrar la fecha, hora, usuario firmante y contexto clínico en el que se generaron.",0.70995337
SIR-136,Toda firma electrónica clínica debe estar asociada a una identidad verificada del firmante mediante un mecanismo de autenticación fuerte.,SIR-139,Las firmas electrónicas clínicas deben estar protegidas contra reutilización o replicación en otros registros.,0.7983817
SIR-138,"Las firmas electrónicas deben registrar la fecha, hora, usuario firmante y contexto clínico en el que se generaron.",SIR-139,Las firmas electrónicas clínicas deben estar protegidas contra reutilización o replicación en otros registros.,0.7234714
