"ID","Requisito generado","Artículo/Fuente","¿Extraído correctamente?","Nivel de fidelidad","Tipo de error (si aplica)","Justificación/Comentarios","Porcentaje de calidad","legibility_score","ambiguous_terms"
"SIR-011","Deben implementarse mecanismos de alta disponibilidad y redundancia para servicios críticos del sistema EHR.","NIST SC-6, ISO 27002:2022 5.30, OWASP A08:2021","Sí","Alta","","SC-6 establece la tolerancia a fallos, ISO 5.30 incluye continuidad operativa. OWASP A08 alude a componentes obsoletos que afectan disponibilidad. Requisito claro, medible y relevante.","43.0","12.768682142857148","[]"
"SIR-012","Debe monitorizarse en tiempo real la disponibilidad de los componentes y generar alertas ante fallos o degradación.","NIST IR-5, ISO 27002:2022 5.22, HIPAA §164.308(a)(6)","Sí","Alta","","Conforme a controles de monitoreo activo (IR-5, ISO 5.22). HIPAA exige procedimientos para detección de intrusiones. Redacción precisa, aplicabilidad clara.","45.0","46.25358941176473","[]"
"SIR-013","El plan de continuidad debe incluir escenarios específicos de ciberataques como ransomware o denegación de servicio.","NIST CP-2, DISA STIG, ISO 27002:2022 5.24","Sí","Media","","Aunque el fundamento es correcto, la especificidad de ciberataques no siempre está explícita en CP-2 o STIG, pero se infiere por contexto. Mejora posible: hacer referencia directa a IR o SR.","36.0","33.235152500000005","[]"
"SIR-014","Se deben definir y probar procedimientos de operación manual temporal para continuidad mínima del servicio.","ISO 27002:2022 5.29, NIST CP-10, Canada Health Infoway Req. 31","Sí","Media","","Bien planteado, pero la fidelidad es media ya que requiere validación contra requisitos nacionales concretos (Canadá). ISO 5.29 y CP-10 sí contemplan operación alternativa.","38.0","29.146370000000022","[]"
"SIR-015","El sistema debe permitir la recolección explícita y documentada del consentimiento informado del paciente antes de procesar ePHI.","ISO 27799:2016 8.1.3, HIPAA §164.508, Canada Health Infoway Req. 4","Sí","Alta","","Bien alineado. HIPAA §164.508 establece requisitos de consentimiento, ISO y Canadá lo refuerzan. Redacción adecuada, aplicabilidad legal y técnica bien cubierta.","45.0","21.73440500000002","[]"
"SIR-016","El sistema debe permitir que el paciente revoque su consentimiento previamente otorgado, reflejando el cambio en tiempo real.","HIPAA §164.522(b), ISO 27799:2016 8.1.4","Sí","Alta","","Correctamente trazado. HIPAA garantiza el derecho a limitar usos/divulgación, ISO establece requerimientos similares. Aplicable y clara.","45.0","30.730204999999994","[]"
"SIR-017","El sistema debe aplicar principios de minimización de datos, recolectando y procesando solo la ePHI estrictamente necesaria.","ISO 27799:2016 7.1.3, NIST AP-1, Canada Health Infoway Req. 8","Sí","Alta","","Cumple principio de minimización (ISO/NIST). Requisito bien definido, con impacto en privacidad y reducción de riesgos.","43.0","41.49110705882356","[]"
"SIR-018","Debe implementarse trazabilidad detallada sobre qué usuarios acceden, consultan o modifican ePHI por paciente.","HIPAA §164.312(b), ISO 27002:2022 5.26, NIST AU-3","Sí","Alta","","Bien fundamentado. AU-3 exige asociación entre eventos y usuarios. ISO 5.26 especifica registro detallado. Necesario para auditoría efectiva.","43.0","1.202653571428575","[]"
"SIR-019","El sistema debe permitir que el paciente acceda y revise su propia ePHI de forma segura.","HIPAA §164.524, ISO 27799:2016 8.2.1, Canada Health Infoway Req. 5","Sí","Media","","HIPAA garantiza este derecho. ISO y Canadá lo complementan. Mejora posible en especificidad técnica y mecanismos de validación de acceso.","36.0","58.53584000000001","[]"
"SIR-020","El sistema debe permitir que el paciente solicite la rectificación de su ePHI cuando identifique errores.","HIPAA §164.526, ISO 27799:2016 8.2.2, NIST AP-2","Sí","Media","","Correcto en normativa. Requiere mejora en delimitación de flujos, validaciones clínicas e impacto de los cambios en continuidad asistencial.","36.0","48.415565000000015","[]"
"SIR-021","El sistema debe anonimizar o seudonimizar los datos antes de su uso para fines secundarios.","ISO 27799:2016 9.3, NIST PM-19, Canada Health Infoway Req. 11","Sí","Alta","","Alineado a buenas prácticas. Protección de identidad en análisis secundarios es crítica. Técnicas descritas aplicables y conforme a normativas.","45.0","61.53125000000003","[]"
"SIR-022","El sistema debe aplicar políticas de retención mínima de ePHI conforme a requisitos legales y clínicos, eliminando datos innecesarios.","HIPAA §164.316(b), ISO 27799:2016 9.1, NIST DM-2","Sí","Media","","Correcto en enfoque, pero necesita especificar excepciones clínicas/legales. Revisión periódica de cumplimiento requerida para completitud.","38.0","33.7832868421053","[]"
"SIR-023","Los datos ePHI no deben transferirse a jurisdicciones fuera del país sin evaluaciones de riesgo y cumplimiento.","ISO 27799:2016 9.2, NIST PM-5, Canada Health Infoway Req. 14","Sí","Alta","","Conforme con medidas de transferencia transfronteriza. DPIA y contractualidad son esenciales. Buen enfoque preventivo.","43.0","60.54103647058827","[]"
"SIR-024","El sistema debe proteger los metadatos asociados a ePHI para evitar inferencias indebidas.","ISO 27799:2016 7.5.2, NIST AC-16, OWASP Top 10 Privacy Risks (P4)","Sí","Media","","Válido pero genérico. Debería especificar tipos de metadatos y métodos de protección (hashing, supresión, reducción).","38.0","31.089080000000024","[]"
"SIR-025","El sistema debe diferenciar claramente el acceso a datos identificables, seudonimizados y anonimizados mediante control de roles.","ISO 27799:2016 8.1.6, NIST AC-16, Canada Health Infoway Req. 12","Sí","Alta","","Buena práctica, normativamente sustentada. ISO y NIST destacan segmentación y mínimos privilegios. Requisito claro y robusto.","43.0","22.44117764705885","[]"
"SIR-026","El sistema debe permitir establecer políticas de acceso diferencial en función del contexto de uso (atención, auditoría, investigación).","ISO 27799:2016 8.1.5, NIST AC-3(3), Canada Health Infoway Req. 7","Sí","Alta","","Conforme a control de acceso contextual, según rol y propósito. Buen soporte normativo y aplicabilidad en sistemas EHR.","43.0","21.73440500000002","[]"
"SIR-027","El sistema debe notificar al paciente cuando su ePHI sea accedida para usos no asistenciales o por terceros.","HIPAA §164.528, ISO 27799:2016 8.2.3, Canada Health Infoway Req. 6","Sí","Media","","Está alineado pero la redacción puede inducir a interpretación amplia. HIPAA permite acceso a 'disclosure logs', pero no requiere notificación en tiempo real.","40.0","53.219705","[]"
"SIR-028","El sistema debe aplicar validación estricta de entradas tanto del lado cliente como del servidor para prevenir inyecciones y corrupción de datos.","OWASP A03:2021, CWE-20, CWE-89, DISA STIG V-222401, ISO 27002:2022 5.23","Sí","Alta","","Claramente trazado a múltiples controles técnicos. Buen equilibrio entre buenas prácticas de codificación y seguridad operativa.","45.0","44.427485","[]"
"SIR-029","El sistema debe evitar el uso de credenciales hardcoded, usando mecanismos seguros para la gestión de secretos.","CWE-798, NIST SC-12, DISA STIG V-222440, ISO 27002:2022 8.2.4","Sí","Alta","","Bien sustentado en fuentes técnicas. Uso de secretos embebidos es riesgo crítico (CWE-798), prácticas DevSecOps recomendadas.","43.0","36.72862470588239","[]"
"SIR-030","Todo código fuente debe ser revisado por al menos un segundo desarrollador antes de entrar a producción.","NIST SA-11, ISO 27002:2022 5.8, DISA STIG V-222433","Sí","Media","","Correcto aunque general. Puede mejorarse al referenciar calidad de la revisión, criterios y frecuencia. Importante para entornos regulados.","36.0","41.49110705882356","[]"
"SIR-031","Las dependencias y componentes de terceros deben ser analizados contra vulnerabilidades conocidas (SBOM).","OWASP A06:2021, NIST SI-7, ISO 27002:2022 5.23, DISA STIG V-222437","Sí","Alta","","Claramente soportado por controles. Análisis de software de terceros es esencial para la seguridad en la cadena de suministro.","45.0","12.405495384615405","[]"
"SIR-032","El sistema debe aplicar parches de seguridad de manera periódica y automatizada.","NIST SI-2, DISA STIG V-222441, ISO 27002:2022 5.28","Sí","Alta","","Bien formulado. Automatización de parches reduce superficie de ataque. Alineado con SI-2 y buenas prácticas DevSecOps.","45.0","32.06043500000001","[]"
"SIR-033","Se debe implementar control de versiones y gestión de cambios en todos los activos de software.","ISO 27002:2022 5.8, NIST CM-3, DISA STIG V-222430","Sí","Media","","Correcto pero amplio. Debería detallar cómo se aplica (entornos, ramas, revisiones). Compatible con estándares de gobernanza.","40.0","63.5959775","[]"
"SIR-034","El sistema debe incluir un proceso formal de gestión y respuesta a incidentes de seguridad.","ISO 27002:2022 5.25, NIST IR-4, HIPAA §164.308(a)(6)","Sí","Alta","","Claramente trazado. Requiere documentación, simulacros y responsables definidos. Compatible con marcos de respuesta a incidentes.","45.0","50.736290000000025","[]"
"SIR-035","Se deben definir métricas y criterios de severidad para clasificar los incidentes de seguridad.","NIST IR-4, ISO 27002:2022 5.25.3","Sí","Media","","Correcto pero susceptible de ambigüedad si no se detallan umbrales y taxonomía. Importante para priorización de respuesta.","38.0","41.68375357142859","[]"
"SIR-036","El sistema debe notificar al oficial de privacidad y seguridad, así como a los usuarios afectados, cuando ocurra una violación de ePHI.","HIPAA §164.404, ISO 27799:2016 8.3, NIST IR-6","Sí","Alta","","Cumple con requisitos de notificación establecidos en HIPAA y NIST. Claridad en evento, destinatarios y medio. Correcto.","43.0","40.747385","[]"
"SIR-037","Todos los incidentes deben documentarse en un registro centralizado con fecha, tipo, impacto, medidas y seguimiento.","ISO 27002:2022 5.25.4, NIST IR-5, HIPAA §164.308(a)(6)(ii)","Sí","Media","","Correcto aunque puede mejorarse con requisitos de formato o integridad del registro. Mejora trazabilidad si se vincula a IR-4 e IR-6.","36.0","33.235152500000005","[]"
"SIR-038","El personal debe recibir formación periódica en detección, reporte y actuación ante incidentes de seguridad.","NIST AT-2, ISO 27002:2022 6.3, HIPAA §164.308(a)(5)","Sí","Media","","Adecuado pero general. Podría indicar periodicidad y evidencia de efectividad. Coherente con políticas de concienciación y formación.","40.0","29.146370000000022","[]"
"SIR-039","Todo acceso a OpenEMR debe estar sujeto a autenticación mediante credenciales únicas e intransferibles por usuario.","ISO 27002:2022 5.17, NIST IA-2, HIPAA §164.312(d)","Sí","Alta","","Requisito claro, trazable a controles específicos. Enfatiza individualización, requisito clave para auditoría y trazabilidad.","41.0","12.9946025","[]"
"SIR-040","El sistema debe forzar el cambio periódico de credenciales según política definida (mínimo cada 90 días).","NIST IA-5(1), ISO 27002:2022 5.17.3, DISA STIG V-222402","Sí","Media","","Correcto, aunque políticas modernas a veces extienden más allá de 90 días con MFA. Fidelidad buena pero mejorable si se adapta a riesgo.","36.0","53.47570250000001","[]"
"SIR-041","Toda cuenta de usuario debe estar sujeta a un proceso de alta, baja y modificación controlado (ciclo de vida IAM).","ISO 27002:2022 5.18, NIST AC-2, HIPAA §164.308(a)(3)","Sí","Alta","","Requisito alineado a los controles de gestión de identidades. Claridad y aplicabilidad alta.","45.0","36.43392500000003","[]"
"SIR-042","Se deben registrar intentos de acceso fallidos y generar alertas ante patrones sospechosos (ej. 5 intentos).","NIST AC-7, ISO 27002:2022 5.17.6, OWASP A07:2021","Sí","Alta","","Trazable a controles de protección contra fuerza bruta. Debidamente justificado. Aplica a monitoreo y respuesta.","43.0","26.682500000000005","[]"
"SIR-043","El sistema debe soportar federación de identidad para facilitar el acceso seguro de usuarios externos (SSO, SAML, OIDC).","ISO 27002:2022 5.17.4, NIST IA-8, Canada Health Infoway Req. 20","Sí","Media","","Adecuado. Fidelidad media por generalidad técnica del requisito, puede mejorar con condiciones y roles federados definidos.","36.0","35.22810500000001","['seguro']"
"SIR-044","El sistema debe deshabilitar o eliminar todos los servicios, puertos y protocolos no utilizados en los servidores.","DISA STIG APP3510, ISO 27002:2022 5.23, NIST CM-7","Sí","Alta","","Bien alineado a hardening. Redacción clara, medible, técnica y operativamente viable.","45.0","27.20366000000002","[]"
"SIR-045","Todos los sistemas deben aplicar políticas seguras de contraseñas a nivel de sistema operativo.","DISA STIG APP3520, ISO 27002:2022 5.17, NIST IA-5","Sí","Alta","","Correcto. Aplica tanto a usuarios como a servicios. Mejora seguridad base de los entornos de ejecución.","41.0","47.46676785714288","[]"
"SIR-046","El sistema debe mantener un benchmark de configuración segura basado en STIG, CIS o similar, revisado periódicamente.","DISA STIG APP3500, ISO 27002:2022 5.23, NIST CM-6","Sí","Media","","Correcto y trazable, pero su periodicidad y alcance pueden requerir refinamiento. Se sugiere especificar frecuencia y responsables.","38.0","31.96614235294119","[]"
"SIR-047","Las configuraciones de aplicaciones web deben evitar listados de directorios y acceso a archivos ocultos, y mostrar mensajes de error genéricos.","OWASP A05:2021, DISA STIG APP3525, CWE-200","Sí","Alta","","Altamente alineado con buenas prácticas de seguridad web. Aporta claridad operativa y enfoque preventivo correcto.","45.0","34.88426857142859","[]"
"SIR-048","Toda configuración de sistema debe estar sujeta a control de cambios formal con aprobación y trazabilidad.","NIST CM-3, ISO 27002:2022 5.8, DISA STIG APP3505","Sí","Alta","","Bien fundamentado y esencial para auditoría. Claramente aplicable al contexto DevSecOps.","45.0","38.29529","[]"
"SIR-049","El acceso a OpenEMR desde dispositivos móviles debe estar restringido a través de mecanismos como MDM o listas de dispositivos autorizados.","NIST AC-19, ISO 27002:2022 5.24, Canada Health Infoway Req. 19","Sí","Alta","","Correctamente trazado y crítico para entornos BYOD y telemedicina. Coherente con requisitos de protección de dispositivos móviles.","45.0","27.17358285714289","[]"
"SIR-050","El sistema debe exigir cifrado en disco completo en dispositivos móviles que accedan a ePHI.","HIPAA §164.312(a)(2)(iv), NIST MP-6, ISO 27002:2022 8.11","Sí","Alta","","Correctamente alineado. Asegura confidencialidad local, clave para cumplimiento en movilidad.","45.0","56.13377000000001","[]"
"SIR-051","Los dispositivos móviles deben tener políticas de bloqueo automático tras un período de inactividad definido.","NIST AC-11, ISO 27002:2022 8.1.6, DISA STIG V-222389","Sí","Media","","Pertinente y parcialmente completo; convendría especificar condiciones de reactivación segura y personalización según riesgo.","38.0","45.33881000000002","[]"
"SIR-052","Se debe permitir el borrado remoto de datos ePHI en dispositivos móviles extraviados o comprometidos.","ISO 27002:2022 8.13, NIST MP-6, Canada Health Infoway Req. 18","Sí","Alta","","Bien fundamentado. Alta utilidad operativa y gran relevancia para protección de datos móviles.","43.0","29.146370000000022","[]"
"SIR-053","El acceso a ePHI desde navegadores en dispositivos móviles debe requerir canales seguros (HTTPS) y expiración reforzada de sesión.","OWASP M2, HIPAA §164.312(e)(1), ISO 27002:2022 8.10","Sí","Alta","","Perfectamente alineado con OWASP y HIPAA para dispositivos móviles. Relevancia crítica para navegación segura y control de sesiones.","45.0","42.30562368421055","[]"
"SIR-054","El sistema debe centralizar los registros de eventos de seguridad y actividad de usuarios en una solución SIEM que permita su análisis y correlación.","NIST AU-6, ISO 27002:2022 5.26, HIPAA §164.312(b), DISA STIG APP3550","Sí","Alta","","Muy bien trazado. Soporta la detección de amenazas y auditoría con centralización de eventos. Aplicabilidad directa.","43.0","50.76500000000003","[]"
"SIR-055","Los registros deben conservarse de forma segura y protegida contra alteraciones durante al menos 6 años.","HIPAA §164.316(b)(2)(i), NIST AU-11, ISO 27002:2022 5.27","Sí","Alta","","Correcto, cumplimiento exigido por HIPAA para conservación probatoria y forense. Excelente especificidad temporal.","41.0","43.35542750000002","[]"
"SIR-056","El sistema debe permitir la generación automatizada de reportes de auditoría para revisiones periódicas.","ISO 27002:2022 5.26.3, NIST AU-6(3), Canada Health Infoway Req. 26","Sí","Alta","","Cumple con la necesidad de revisiones periódicas mediante generación automatizada, clave para monitoreo de cumplimiento.","43.0","12.768682142857148","[]"
"SIR-057","Se deben definir y aplicar reglas de correlación en el SIEM para detectar patrones anómalos o indicios de ataque.","NIST AU-6(1), DISA STIG APP3555, ISO 27002:2022 5.22","Sí","Alta","","Correctamente extraído. Mejora detección temprana con reglas configuradas en sistemas SIEM.","41.0","63.61146578947368","[]"
"SIR-058","El sistema debe permitir la visualización en tiempo real de indicadores de seguridad clave (KPI) mediante tableros.","NIST IR-5, ISO 27002:2022 5.22, Canada Health Infoway Req. 27","Sí","Media","","Permite supervisión en tiempo real, alineado con prácticas modernas de seguridad operacional.","40.0","46.25358941176473","[]"
"SIR-059","El sistema debe contar con arquitectura redundante y balanceo de carga para asegurar la continuidad del servicio ante fallos en componentes individuales.","ISO 27002:2022 5.30, NIST SP 800-53 Rev.5 SC-6, Canada Health Infoway Req. 29","Sí","Alta","","Correctamente referenciado. Garantiza disponibilidad ante fallos en OpenEMR.","43.0","22.346885000000007","[]"
"SIR-060","Los componentes críticos del sistema deben incluir mecanismos automáticos de detección de fallos y recuperación sin intervención humana.","NIST SP 800-53 Rev.5 SC-7(8), ISO 27002:2022 5.30, DISA STIG APP3550","Sí","Alta","","Fiel al control referenciado. Mejora resiliencia operativa y continuidad.","41.0","21.73440500000002","[]"
"SIR-061","Debe existir un mecanismo de replicación síncrona o asíncrona para las bases de datos y almacenamiento que contenga ePHI.","ISO 27002:2022 5.33, NIST SP 800-53 Rev.5 CP-6, HIPAA 45 CFR §164.308(a)(7)","Sí","Alta","","Claramente justificado. Relevante para continuidad de ePHI en caso de desastre.","45.0","42.30562368421055","[]"
"SIR-062","El sistema debe establecer objetivos de RTO y RPO documentados para cada servicio crítico y validarlos mediante pruebas periódicas.","NIST SP 800-53 Rev.5 CP-2, ISO 27002:2022 5.31, Canada Health Infoway Req. 30","Sí","Media","","Correcto y alineado con métricas de continuidad. Facilita priorización de servicios.","40.0","12.477444736842134","[]"
"SIR-063","El sistema debe monitorear continuamente la disponibilidad de la infraestructura crítica y enviar alertas automáticas ante eventos anómalos.","NIST SP 800-53 Rev.5 IR-5, ISO 27002:2022 5.22, DISA STIG APP3540","Sí","Alta","","Muy bien alineado. Permite respuesta rápida ante incidentes de disponibilidad.","43.0","8.240704999999998","[]"
"SIR-064","El sistema debe garantizar la trazabilidad completa de todas las modificaciones realizadas sobre registros clínicos, incluyendo quién, cuándo y qué se modificó.","ISO 27799:2016 8.3, NIST AU-3, HIPAA §164.312(b)","Sí","Alta","","Extraído correctamente. Trazabilidad esencial en sistemas EHR.","43.0","18.666785000000008","[]"
"SIR-065","El sistema debe aplicar controles automáticos de integridad que validen que los datos clínicos almacenados no han sido alterados de forma no autorizada.","ISO 27002:2022 8.16, NIST SI-7(1), HIPAA §164.312(c)(1)","Sí","Alta","","Correcto. Refuerza protección contra alteraciones no autorizadas de ePHI.","43.0","31.935816956521755","[]"
"SIR-066","Debe establecerse un modelo de gobierno de datos que defina responsables, procesos de validación y control de calidad sobre la información clínica.","ISO 27799:2016 7.3, ISO 27002:2022 5.9, NIST PM-1","Sí","Media","","Correcto y alineado. Aporta gobernabilidad sobre datos clínicos, aunque mejora con definición de políticas más detalladas.","40.0","14.986685000000008","[]"
"SIR-067","Los datos clínicos deben estar sujetos a reglas de validación semántica y estructural antes de su persistencia.","ISO 27799:2016 7.5, NIST SI-10, OWASP A08:2021","Sí","Alta","","Correctamente trazado. Mejora la calidad y coherencia de datos clínicos. Técnicamente aplicable con validadores automáticos.","41.0","36.72862470588239","[]"
"SIR-068","El sistema debe conservar los registros clínicos íntegros, completos y accesibles durante el tiempo legalmente establecido según la jurisdicción aplicable.","HIPAA §164.316(b)(2)(i), ISO 27799:2016 8.3.5, ISO 27002:2022 5.27","Sí","Alta","","Fiel a normativa. Esencial para cumplimiento legal y disponibilidad operativa de ePHI.","43.0","8.09715500000002","[]"
"SIR-069","El sistema debe contar con soluciones antimalware actualizadas en todos los servidores y estaciones de trabajo que acceden a OpenEMR.","ISO 27002:2022 8.7, NIST SI-3, HIPAA §164.308(a)(5)(ii)(B)","Sí","Alta","","Correcto. Es parte integral de la defensa de endpoints y seguridad operacional.","43.0","40.482035000000025","[]"
"SIR-070","Debe implementarse un sistema de detección de intrusos (IDS) para monitorear tráfico y alertar sobre patrones maliciosos o no autorizados.","NIST SI-4, ISO 27002:2022 5.22, DISA STIG APP3540","Sí","Alta","","Correctamente alineado. IDS complementa la visibilidad de amenazas en tiempo real. Ejemplo de aplicación técnica claro.","45.0","12.145265000000038","[]"
"SIR-071","Los servidores deben contar con capacidades EDR (Endpoint Detection and Response) que permitan análisis de comportamiento y contención automática de amenazas.","NIST SP 800-94, ISO 27002:2022 8.7.4","Sí","Alta","","Correctamente trazado. Eleva las capacidades de detección y reacción frente a amenazas sofisticadas.","43.0","34.88426857142859","[]"
"SIR-072","El sistema debe bloquear automáticamente direcciones IP que generen patrones de ataque automatizado como escaneos, fuerza bruta o consultas malformadas.","OWASP A07:2021, NIST AC-7, ISO 27002:2022 5.17.6","Sí","Alta","","Bien formulado. Protección efectiva contra amenazas automatizadas.","43.0","16.193375000000028","[]"
"SIR-073","Los archivos adjuntos y cargas de datos en OpenEMR deben ser escaneados por antivirus antes de almacenarse o procesarse.","ISO 27002:2022 8.7.2, HIPAA §164.308(a)(5)(ii)(B)","Sí","Media","","Correcto, aunque se puede fortalecer indicando mecanismos de detección avanzados como sandboxing.","38.0","42.30562368421055","[]"
"SIR-074","Se debe mantener un Software Bill of Materials (SBOM) actualizado con todas las bibliotecas, dependencias y componentes de terceros utilizados en OpenEMR.","NIST SP 800-218, ISO 27002:2022 5.20, Executive Order 14028 (EEUU)","Sí","Alta","","Muy bien alineado. Crítico para control de cadena de suministro y gestión de vulnerabilidades.","45.0","22.346885000000007","[]"
"SIR-075","Todos los paquetes, bibliotecas y artefactos de terceros utilizados deben verificarse mediante firma digital antes de su incorporación al entorno productivo.","NIST SP 800-218 §5.2, ISO 27002:2022 8.8.4","Sí","Alta","","Muy bien formulado. Garantiza integridad en el despliegue y evita inyecciones maliciosas por terceros.","43.0","4.041525714285739","[]"
"SIR-076","Se debe contar con un proceso automatizado de detección de vulnerabilidades en dependencias de software de terceros utilizadas por OpenEMR.","OWASP A06:2021, NIST SP 800-40 Rev.3, ISO 27002:2022 8.9.2","Sí","Alta","","Alineado con controles de análisis de componentes. Esencial en entornos con muchas dependencias. Cobertura normativa adecuada.","45.0","16.193375000000028","[]"
"SIR-077","Todo software de terceros embebido debe tener una evaluación de seguridad previa antes de ser aprobado para su uso en el entorno clínico.","ISO 27002:2022 5.19, NIST SA-12, Canada Health Infoway Req. 38","Sí","Media","","Bien orientado pero debe definirse el alcance (librerías, plugins, apps externas). Fortalece el control de adquisición segura.","38.0","42.4961039130435","[]"
"SIR-078","El sistema debe registrar todos los componentes de software externos en un inventario centralizado con metadatos de versión, autor y licencia.","ISO 27002:2022 5.20.3, NIST CM-8, SPDX Specification v2.3","Sí","Media","","Correcto. Apoya trazabilidad y gestión de licencias. Mejora si se especifica cómo se actualiza y valida el inventario.","36.0","34.88426857142859","[]"
"SIR-079","El acceso físico a las salas de servidores o centros de datos donde se almacena o procesa ePHI debe estar restringido mediante controles de acceso físico robustos.","ISO 27002:2022 7.4, HIPAA §164.310(a)(1), NIST PE-3","Sí","Alta","","Bien alineado. Control físico crítico. Requisito claro, medible y justificable.","45.0","35.48171000000003","[]"
"SIR-080","Los equipos que contienen ePHI deben estar protegidos contra daños físicos por agua, fuego, humedad o sobrecalentamiento.","ISO 27002:2022 7.9, ISO 27799:2016 8.3.3, NIST PE-10","Sí","Alta","","Correcto. Bien alineado a normas de protección ambiental. Medidas técnicas adecuadas.","45.0","46.25358941176473","[]"
"SIR-081","Debe mantenerse una política de zonas seguras con delimitación de áreas restringidas para equipos, redes y almacenamiento de respaldos.","ISO 27002:2022 7.5, NIST PE-5, HIPAA §164.310(a)(2)(iii)","Sí","Media","","Correctamente trazado. Fortalece la protección física. Se recomienda definir roles de acceso y validación de políticas en sitio.","38.0","38.04445526315791","[]"
"SIR-082","Todo acceso físico debe registrarse, conservarse al menos por 1 año y estar disponible para auditoría en caso de incidentes.","ISO 27002:2022 7.4.3, NIST PE-6, Canada Health Infoway Req. 23","Sí","Media","","Requisito adecuado y trazable. Puede mejorarse indicando si es acceso automatizado, manual, o mixto.","36.0","44.53014500000004","[]"
"SIR-083","El sistema debe contar con políticas de ubicación segura y disposición controlada de dispositivos obsoletos que contengan ePHI.","ISO 27002:2022 8.10.5, HIPAA §164.310(d)(2)(i)","Sí","Alta","","Correcto. Gestión de ciclo de vida de activos críticos, con trazabilidad clara y respaldo normativo fuerte.","45.0","26.232305000000007","[]"
